filepath,filename,class,width,height,format,file_size_kb,sha256,split
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-233015_png.rf.4a342a5a1d97f754037bbff4b05424e6.jpg,Screenshot-2021-11-21-233015_png.rf.4a342a5a1d97f754037bbff4b05424e6.jpg,Onychogryphosis,416,416,JPEG,12.52,e4da6ac0302c52692afdb4be865ab55a3c9084a83662fc441401ddc9c5bbf0cf,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-8-37-19-AM_png.rf.3008bc0d3e50fd65e840230f1367d67b.jpg,Screen-Shot-2021-11-22-at-8-37-19-AM_png.rf.3008bc0d3e50fd65e840230f1367d67b.jpg,clubbing,416,416,JPEG,9.48,dae5854dd111144b75751644e37a905f6a4c0ddba6fd8a2a284c0dd08caa6f2f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-30-23-AM_png.rf.4895a84dccfdad420b83d20720a168e2.jpg,Screen-Shot-2021-11-22-at-9-30-23-AM_png.rf.4895a84dccfdad420b83d20720a168e2.jpg,clubbing,416,416,JPEG,13.82,51a75f19b55588132c12c2fc00e58e654624dcd95aa4ac809d3f4845ff14da52,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-5-07-31-PM_png.rf.4853f4b04f35e3165371abb434d32378.jpg,Screen-Shot-2021-11-22-at-5-07-31-PM_png.rf.4853f4b04f35e3165371abb434d32378.jpg,clubbing,416,416,JPEG,10.36,3028903a43537ebd09e61676fbfeef2b5da1c28da0e4658b24095be4fbea8f2f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-00-12-PM_png.rf.6785e8ac754de9d669585d64bd9f2e82.jpg,Screen-Shot-2021-11-22-at-9-00-12-PM_png.rf.6785e8ac754de9d669585d64bd9f2e82.jpg,blue_finger,416,416,JPEG,12.59,1efd86216739a2a36ebc87fd13745b0b7c6704a126912260500f12d0219e69db,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-10-42-05-AM_png.rf.048c08823c937895f93937607c38339d.jpg,Screen-Shot-2021-10-15-at-10-42-05-AM_png.rf.048c08823c937895f93937607c38339d.jpg,blue_finger,416,416,JPEG,13.13,d189bceebfca5878dde4df4c55be94f76cea28e334ace663165674385356b4a4,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-8-55-16-PM_png.rf.40e9258124438ccdd42758f4daf831df.jpg,Screen-Shot-2021-11-22-at-8-55-16-PM_png.rf.40e9258124438ccdd42758f4daf831df.jpg,blue_finger,416,416,JPEG,12.49,8db9d38405314aadd2e8f5e4483c290542c4565948c123746a7ab76c73e22009,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-16-at-6-59-38-PM_png.rf.b683857fd2f4957223a89992ef8670b7.jpg,Screen-Shot-2021-11-16-at-6-59-38-PM_png.rf.b683857fd2f4957223a89992ef8670b7.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,13.23,e5a39fcdff2b048f591b014cb2fc049331842a4aa2912ae772f33dfbab7f89d0,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-30-23-AM_png.rf.27ebe47652e582733ea2a5e3111072f4.jpg,Screen-Shot-2021-11-22-at-9-30-23-AM_png.rf.27ebe47652e582733ea2a5e3111072f4.jpg,clubbing,416,416,JPEG,13.4,0da4b5ddc40e55aabc4d521f2611166b2cc4c97995c620b9b22ee220259a1498,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-07-23-PM_png.rf.b7e97f377b232a17ed2321aef4f03dd1.jpg,Screen-Shot-2021-11-22-at-9-07-23-PM_png.rf.b7e97f377b232a17ed2321aef4f03dd1.jpg,blue_finger,416,416,JPEG,14.3,25279b16de06b64608c8a3dee02a329f80497f013e45e3c20a0df85ebce036fe,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\192_JPG.rf.7127a76c46ab1a8e60819916e4f492e2.jpg,192_JPG.rf.7127a76c46ab1a8e60819916e4f492e2.jpg,pitting,416,416,JPEG,18.0,a3732b43bc7cc9831c00ee81123520380cdb91d2e0c40ffc48b3dbe5fd767dac,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\250_JPG.rf.0917f1cdff624f2a2ffc2befbff36daf.jpg,250_JPG.rf.0917f1cdff624f2a2ffc2befbff36daf.jpg,pitting,416,416,JPEG,15.74,00b16ba9f7ae966704db488b7571ee436bdee6bb73d148c421f8e0159fb21e32,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-231800_png.rf.b1481cc52781757c4c9b39cc8dc1e446.jpg,Screenshot-2021-11-21-231800_png.rf.b1481cc52781757c4c9b39cc8dc1e446.jpg,Onychogryphosis,416,416,JPEG,16.49,4472e09bd246be2f2724867bd2181a93ddd50cd0c8bb726ee641534b08298c0a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-194332_png.rf.9921090f63df767a4667597921cb82d9.jpg,Screenshot-2021-11-21-194332_png.rf.9921090f63df767a4667597921cb82d9.jpg,Onychogryphosis,416,416,JPEG,12.11,b7813aa373113f7211682750de697146e728f733471888c362353953ef8009e6,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\184_JPG.rf.4279191bbc55f859b0718f28eae8173d.jpg,184_JPG.rf.4279191bbc55f859b0718f28eae8173d.jpg,pitting,416,416,JPEG,11.3,b1111417f369cdd96a8ab0f9231e5e90d19a27107cd51be96531ad0d7d698bae,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-010434_png.rf.ea693d0cbccdafbc627b9223c31e379c.jpg,Screenshot-2021-11-19-010434_png.rf.ea693d0cbccdafbc627b9223c31e379c.jpg,Onychogryphosis,416,416,JPEG,12.77,2f3e3f99d0d8c483c80863742b6a2fb3de70e4cc9803667f45cd04f93735c6fb,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-50-05-PM_png.rf.85cce96f7b15b090adbb07763efe4677.jpg,Screen-Shot-2021-11-22-at-9-50-05-PM_png.rf.85cce96f7b15b090adbb07763efe4677.jpg,blue_finger,416,416,JPEG,11.02,18833a8d68457a3eb6a95ac20158e920cd28c6b9092fe5c7f4325aa9f5069c74,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\260_JPG.rf.6c9284914502c4d1db5ef472024e7d9e.jpg,260_JPG.rf.6c9284914502c4d1db5ef472024e7d9e.jpg,pitting,416,416,JPEG,12.72,edf025866a2267a5b310ca9d86662edfeb162884133a6ccb79938ec700d2a50a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-1-26-44-AM_png.rf.69987dd26624413eeabf5faaaa779592.jpg,Screen-Shot-2021-11-19-at-1-26-44-AM_png.rf.69987dd26624413eeabf5faaaa779592.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,13.63,8fcb9226d1f1df07e10efaff521b7e2cb28191e36b7bc9c5ba288541c6311e2f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-5-07-16-PM_png.rf.0104ef0994e48e5bfa10a778a06818b7.jpg,Screen-Shot-2021-11-22-at-5-07-16-PM_png.rf.0104ef0994e48e5bfa10a778a06818b7.jpg,clubbing,416,416,JPEG,11.01,1e53d4d0c94d40f53704f9dffd01c25baaf0fbb96d55aad0e95db686f032036f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-8-09-22-AM_png.rf.2cf5a9a8d061280297b9647de4c246de.jpg,Screen-Shot-2021-11-22-at-8-09-22-AM_png.rf.2cf5a9a8d061280297b9647de4c246de.jpg,clubbing,416,416,JPEG,13.46,ba1b1b469524a3560c88a17a40ffd93639315075f66f4a9f36e3595bc0fab40c,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-025145_png.rf.2a760fbf90d8b1028925db150bc3794d.jpg,Screenshot-2021-11-19-025145_png.rf.2a760fbf90d8b1028925db150bc3794d.jpg,Onychogryphosis,416,416,JPEG,18.43,ad0308794d62482b64fa651b513a3d826fd5ce3ce5b6735fc5e28e88faadc827,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-22-015641_png.rf.3c9f354ad8db32ac2b992e258b74a66f.jpg,Screenshot-2021-11-22-015641_png.rf.3c9f354ad8db32ac2b992e258b74a66f.jpg,Onychogryphosis,416,416,JPEG,14.11,e5034f55c25f2affca6a4cb4ea8b54ed52be94a31b4267e4874aa0c5b9946859,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\9_JPG.rf.fc021210a8e20c2c02f3b1e592db8189.jpg,9_JPG.rf.fc021210a8e20c2c02f3b1e592db8189.jpg,pitting,416,416,JPEG,14.22,a534b8acc8ab66a0ba1896bdf744f02be5b7c4925c7b4c5ac6fc02aac99bf872,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-21-210328_png.rf.2b9b916928a8bfc387b0143d90f13351.jpg,Screenshot-2021-11-21-210328_png.rf.2b9b916928a8bfc387b0143d90f13351.jpg,Onychogryphosis,416,416,JPEG,13.56,4f4c68be6cfdfdd91e5d54d7365889793c8e8866113cac8a4a3b36a31cdd4098,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-9-40-14-AM_png.rf.2609ebb74c1ae5140c956be069097d9d.jpg,Screen-Shot-2021-10-15-at-9-40-14-AM_png.rf.2609ebb74c1ae5140c956be069097d9d.jpg,blue_finger,416,416,JPEG,12.6,98d5b7072e783ce3d5af247813eb047f67f7d92cc85d00af6427fdfec1a8846f,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-2-27-01-AM_png.rf.55868fcd912459fd87e7e26a7c7dcaec.jpg,Screen-Shot-2021-11-19-at-2-27-01-AM_png.rf.55868fcd912459fd87e7e26a7c7dcaec.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,16.91,cf8e4e126ec61552fc969793a06c8039933120120f508f8a2d65aa7a44137d34,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-06-52-PM_png.rf.11fbc2c16f5785e3fed3f5868fe8f46f.jpg,Screen-Shot-2021-11-22-at-9-06-52-PM_png.rf.11fbc2c16f5785e3fed3f5868fe8f46f.jpg,blue_finger,416,416,JPEG,15.79,2133fab037c78bbf6895a1cd537a4da6af589dee850e3115793a374501a46149,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-9-07-23-PM_png.rf.79471a60652ca05865f0a0eab06454e9.jpg,Screen-Shot-2021-11-22-at-9-07-23-PM_png.rf.79471a60652ca05865f0a0eab06454e9.jpg,blue_finger,416,416,JPEG,13.36,06af76d28b266b1065c1ae2e6bde3687a53d7fbf8ac7a995177c0bc3e9899118,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\53_JPG.rf.b2f378feaad13383cb6d59aaa3cb30e4.jpg,53_JPG.rf.b2f378feaad13383cb6d59aaa3cb30e4.jpg,pitting,416,416,JPEG,14.46,4a5f5abee5abaeff74243582baf76f4764a88d657229ad4cf096cf8322806a83,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-10-15-at-10-51-25-AM_png.rf.797b2b4fdbe280a1bcae2e5da022b160.jpg,Screen-Shot-2021-10-15-at-10-51-25-AM_png.rf.797b2b4fdbe280a1bcae2e5da022b160.jpg,blue_finger,416,416,JPEG,12.18,831e769c0a2105648bceeb0873e2475c523b2910cb728a56be46c7d89509a2c7,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-16-at-7-05-55-PM_png.rf.8ae18bd5d3c105c8ffbf750cfdb76502.jpg,Screen-Shot-2021-11-16-at-7-05-55-PM_png.rf.8ae18bd5d3c105c8ffbf750cfdb76502.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,11.72,e4f7976853d8d4294fc1edef000e3675be9c35378e4affb58ace4dbdc1c7a02d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\146_JPG.rf.6d47df8a1deb4d9c27b8ad5a78368b38.jpg,146_JPG.rf.6d47df8a1deb4d9c27b8ad5a78368b38.jpg,pitting,416,416,JPEG,12.72,c486ae868991def1eca7593dab26d7b40f84c9ed4b8508c5cc423ad9d3e5fde6,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-22-014500_png.rf.b80db9be9f208e240c848318d4c8b1ee.jpg,Screenshot-2021-11-22-014500_png.rf.b80db9be9f208e240c848318d4c8b1ee.jpg,Onychogryphosis,416,416,JPEG,14.78,63203996929d529e6b8d32210cb4f1d9fc66c85584067677b4e2b7874697773d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-010255_png.rf.3a439c52016df9003c9c61de5c8e8acb.jpg,Screenshot-2021-11-19-010255_png.rf.3a439c52016df9003c9c61de5c8e8acb.jpg,Onychogryphosis,416,416,JPEG,18.51,80db1ccfe7dca848e74dae2a23a0adcd3678c9fe375bbc4e121c8fb5c8175946,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h137_png.rf.e87cee9f6182be7903a4136bf36c623d.jpg,h137_png.rf.e87cee9f6182be7903a4136bf36c623d.jpg,Healthy_Nail,416,416,JPEG,48.69,12313369d4adeab5975a2bea2ff07a861206b24fd232b4580aeb4e7899a128ac,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-1-52-59-AM_png.rf.1aeaa2c332c7ed97387a595860493b33.jpg,Screen-Shot-2021-11-19-at-1-52-59-AM_png.rf.1aeaa2c332c7ed97387a595860493b33.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,10.57,79fc306cc3fa14a57cd917118913b5ba3c51c505c221dd7a94315650a5d50e07,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\62_JPG.rf.f7051881b6105211733246c4c59494c6.jpg,62_JPG.rf.f7051881b6105211733246c4c59494c6.jpg,pitting,416,416,JPEG,12.34,92a935ff702534570e47aad332653330584fcbeccfc1e56ea877be58def1e97d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-5-27-50-PM_png.rf.70bbe4c1d3d4176159192b7a36589343.jpg,Screen-Shot-2021-11-22-at-5-27-50-PM_png.rf.70bbe4c1d3d4176159192b7a36589343.jpg,blue_finger,416,416,JPEG,12.41,89ebc2ef9eee1bd0c73720a7a7111e756ed918d2b06421a905f130d052fdda1a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-19-at-2-08-47-AM_png.rf.9ee401b66520c447446c98d188fee07a.jpg,Screen-Shot-2021-11-19-at-2-08-47-AM_png.rf.9ee401b66520c447446c98d188fee07a.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,12.98,3801087490f483063ba7fe1354951afbe21bc0ff4a8060580e7194678d79fb56,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h56_png.rf.895b07909b7fc71f09f15100750e27fc.jpg,h56_png.rf.895b07909b7fc71f09f15100750e27fc.jpg,Healthy_Nail,416,416,JPEG,75.75,749212d968c9538fbe4c7a50bacc687694aacc8e52891ca26df93a9ade58342d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-010828_png.rf.72ad0ec3b6ec329dd714e389bc74b79f.jpg,Screenshot-2021-11-19-010828_png.rf.72ad0ec3b6ec329dd714e389bc74b79f.jpg,Onychogryphosis,416,416,JPEG,13.94,35b16d9f838e2a01b29bd30593cf35947410b5a646cb0bb8c626987d6f10b1d3,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h281_png.rf.d27334e1103ebd08780ccb7427162c13.jpg,h281_png.rf.d27334e1103ebd08780ccb7427162c13.jpg,Healthy_Nail,416,416,JPEG,68.64,83a7a88b1ddefe809749b450b33074cab4bcb5f040c5f8a7b6099d47afe77c07,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h77_png.rf.8dca6157d8f88d742155b918f0263888.jpg,h77_png.rf.8dca6157d8f88d742155b918f0263888.jpg,Healthy_Nail,416,416,JPEG,78.68,0f7cfad446b9b899f8748d5ffd909d8ebfddab6bd213e5abaeafcc064fc60114,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h108_png.rf.bfd91ebb870b0b68748f128de83fc0ca.jpg,h108_png.rf.bfd91ebb870b0b68748f128de83fc0ca.jpg,Healthy_Nail,416,416,JPEG,61.47,cb7627590f11dcdf6e0d22300a96d7bc8afc9b7693bc6bbb3944e0b22f721a7a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\169_JPG.rf.2357def33c04e6f9d4f9e9d82e1807d1.jpg,169_JPG.rf.2357def33c04e6f9d4f9e9d82e1807d1.jpg,pitting,416,416,JPEG,16.04,7790b00d352ab5cf5e9e57331e4415a69bacba00a2ea743811540a2e12b1dfff,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-4-57-51-PM_png.rf.46cf65510fd6e06261f2232fc3d3fde4.jpg,Screen-Shot-2021-11-22-at-4-57-51-PM_png.rf.46cf65510fd6e06261f2232fc3d3fde4.jpg,blue_finger,416,416,JPEG,8.54,23d961bff3daf27a2c21e7bc9d1dd1e7576dc26f7990bc4001cb54af0bd43da1,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-22-015012_png.rf.c797b3062fdfc3ee98d67ce555a1aae6.jpg,Screenshot-2021-11-22-015012_png.rf.c797b3062fdfc3ee98d67ce555a1aae6.jpg,Onychogryphosis,416,416,JPEG,16.62,3edaaeaf8ea9161f91f49e852e880b9e3e84bfa68360575aaea01a51c28b6613,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-8-29-56-PM_png.rf.5daeb6147364e4a25e6812e7e0b38ea4.jpg,Screen-Shot-2021-11-20-at-8-29-56-PM_png.rf.5daeb6147364e4a25e6812e7e0b38ea4.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,17.95,e6910fabc543d431c4853ba943af7d70eae6d0b78ece11030f58903c6f765167,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Healthy_Nail\h83_png.rf.603107f528555e3d2c28f07dbd76a052.jpg,h83_png.rf.603107f528555e3d2c28f07dbd76a052.jpg,Healthy_Nail,416,416,JPEG,69.29,afeaed86f9d51c04f545b7dba3558a8fe14f258d6e468ebcca32e0e6ab710693,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-020017_png.rf.1d9afde373541b445f0fee1585ac50a1.jpg,Screenshot-2021-11-19-020017_png.rf.1d9afde373541b445f0fee1585ac50a1.jpg,Onychogryphosis,416,416,JPEG,14.05,96ab07be98d8b5f03688e6a81d7e762c5de8de9001887082bef805ef84d25087,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Onychogryphosis\Screenshot-2021-11-19-021039_png.rf.6b620d250ea66e07b0fb334db59c371a.jpg,Screenshot-2021-11-19-021039_png.rf.6b620d250ea66e07b0fb334db59c371a.jpg,Onychogryphosis,416,416,JPEG,16.69,855166b7e82a5c71b8f9486e1da844754efee22563704a7893bc67f62302528a,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-54-05-AM_png.rf.9d8ea79774a1b2c73511e00c06212eaf.jpg,Screen-Shot-2021-11-22-at-9-54-05-AM_png.rf.9d8ea79774a1b2c73511e00c06212eaf.jpg,clubbing,416,416,JPEG,9.73,0e4574a5d7daaea4d48379281316e61091a52451839a0ce5e15555fee1130c24,train
C:\Users\venka\Documents\Project\data\extracted\data\train\blue_finger\Screen-Shot-2021-11-22-at-8-56-43-PM_png.rf.071b9e38e428ada7b30b1139b6925db0.jpg,Screen-Shot-2021-11-22-at-8-56-43-PM_png.rf.071b9e38e428ada7b30b1139b6925db0.jpg,blue_finger,416,416,JPEG,11.5,45feb4544f754640ecc686a871fcf5f56c9cbdda3e4720918a561c9ab628fd7d,train
C:\Users\venka\Documents\Project\data\extracted\data\train\pitting\174_jpg.rf.0840cb7f61953d3a424d9adfb8c58294.jpg,174_jpg.rf.0840cb7f61953d3a424d9adfb8c58294.jpg,pitting,416,416,JPEG,17.3,742e88906ba3ffa38787e5e5ebe0319e4a9437cd58cb973fbb8a5014eca3b201,train
C:\Users\venka\Documents\Project\data\extracted\data\train\clubbing\Screen-Shot-2021-11-22-at-9-58-18-AM_png.rf.8de2b17164d8cecf0e02e741c25be7dd.jpg,Screen-Shot-2021-11-22-at-9-58-18-AM_png.rf.8de2b17164d8cecf0e02e741c25be7dd.jpg,clubbing,416,416,JPEG,10.68,b04ec65ccf836ac705f6d1f6d4a65974a08a6d4c6fc4a122e40ce83dc8bb44da,train
C:\Users\venka\Documents\Project\data\extracted\data\train\Acral_Lentiginous_Melanoma\Screen-Shot-2021-11-20-at-10-24-56-PM_png.rf.5001ca7daba199cfacb7241938846eff.jpg,Screen-Shot-2021-11-20-at-10-24-56-PM_png.rf.5001ca7daba199cfacb7241938846eff.jpg,Acral_Lentiginous_Melanoma,416,416,JPEG,12.87,d64c78d880044f0be6fa39f3e5d5be28255584de198c3e99859907b974e091cc,train
