source_name,dataset,class,file_name,file_path
Screen-Shot-2021-10-15-at-10-40-07-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-40-07-AM_png.rf.ac1bd481a7768d536d4b898885ff708f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-40-07-AM_png.rf.ac1bd481a7768d536d4b898885ff708f.jpg
Screen-Shot-2021-10-15-at-10-40-07-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-40-07-AM_png.rf.ce1377336d3cfe8a5956c7822d0f3536.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-40-07-AM_png.rf.ce1377336d3cfe8a5956c7822d0f3536.jpg
Screen-Shot-2021-10-15-at-10-41-24-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.bdde356a2421172ea0805096ea0a4e17.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.bdde356a2421172ea0805096ea0a4e17.jpg
Screen-Shot-2021-10-15-at-10-41-24-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.f609fcae2b4d6149238596c20e92c9c2.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.f609fcae2b4d6149238596c20e92c9c2.jpg
Screen-Shot-2021-10-15-at-10-41-24-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.79aabe37924d244e8c96e49f030e57bf.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-41-24-AM_png.rf.79aabe37924d244e8c96e49f030e57bf.jpg
Screen-Shot-2021-10-15-at-10-43-24-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.6aaded179b1c51749f86213a29a6784b.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.6aaded179b1c51749f86213a29a6784b.jpg
Screen-Shot-2021-10-15-at-10-43-24-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.97c573e8bf4dfa915df53fa99e3b33fb.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.97c573e8bf4dfa915df53fa99e3b33fb.jpg
Screen-Shot-2021-10-15-at-10-43-24-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.d7cfd2a2eb508c0cf55d67a6e482e83f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.d7cfd2a2eb508c0cf55d67a6e482e83f.jpg
Screen-Shot-2021-10-15-at-10-43-29-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.7f764dc977d9bff72b2107fd648c62e9.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.7f764dc977d9bff72b2107fd648c62e9.jpg
Screen-Shot-2021-10-15-at-10-43-29-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.85d63894bb0d6b436431b3dd7f6becd5.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.85d63894bb0d6b436431b3dd7f6becd5.jpg
Screen-Shot-2021-10-15-at-10-43-29-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.5ad468e58cd936dc0d5306b02e2c5be6.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.5ad468e58cd936dc0d5306b02e2c5be6.jpg
Screen-Shot-2021-10-15-at-10-44-09-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.566ededfd4f7c5eba89b0fb37afbb544.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.566ededfd4f7c5eba89b0fb37afbb544.jpg
Screen-Shot-2021-10-15-at-10-44-09-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.9196975a777207fee17ee744f60d81b3.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.9196975a777207fee17ee744f60d81b3.jpg
Screen-Shot-2021-10-15-at-10-44-09-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.fa5059ea7a03fc7853fa574ce5b05a59.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.fa5059ea7a03fc7853fa574ce5b05a59.jpg
Screen-Shot-2021-10-15-at-10-44-24-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.4240c80dea7f7e961db681725c6db17f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.4240c80dea7f7e961db681725c6db17f.jpg
Screen-Shot-2021-10-15-at-10-44-24-AM_png,train,blue_finger,Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.476683395646d58920ac8a787b12e749.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\blue_finger\Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.476683395646d58920ac8a787b12e749.jpg
Screen-Shot-2021-10-15-at-10-44-24-AM_png,validation,blue_finger,Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.0fc15e7d1ca7e1dd1009010d21c4b025.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\blue_finger\Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.0fc15e7d1ca7e1dd1009010d21c4b025.jpg
Screen-Shot-2021-10-26-at-11-12-59-AM_png,train,clubbing,Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.e73f43b54584e4911516a8594944e09f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.e73f43b54584e4911516a8594944e09f.jpg
Screen-Shot-2021-10-26-at-11-12-59-AM_png,train,clubbing,Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.ece165b6edb28c3951e85cbe831de923.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.ece165b6edb28c3951e85cbe831de923.jpg
Screen-Shot-2021-10-26-at-11-12-59-AM_png,validation,clubbing,Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.3225bdddc077d3d57fc649823dbd53fc.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\clubbing\Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.3225bdddc077d3d57fc649823dbd53fc.jpg
Screen-Shot-2021-10-26-at-11-18-43-AM_png,train,clubbing,Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.62958bee3c48b34cf614a2b0589509c2.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.62958bee3c48b34cf614a2b0589509c2.jpg
Screen-Shot-2021-10-26-at-11-18-43-AM_png,train,clubbing,Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.cd75e2f5cc9e219c34ea1b56f6ce51a6.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.cd75e2f5cc9e219c34ea1b56f6ce51a6.jpg
Screen-Shot-2021-10-26-at-11-18-43-AM_png,validation,clubbing,Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.6fa0f7e99b108258c846126dd57821b3.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\clubbing\Screen-Shot-2021-10-26-at-11-18-43-AM_png.rf.6fa0f7e99b108258c846126dd57821b3.jpg
Screen-Shot-2021-10-26-at-12-09-28-PM_png,train,clubbing,Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.2be80d9fdeb95f5c7a244377a4bb6c8c.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.2be80d9fdeb95f5c7a244377a4bb6c8c.jpg
Screen-Shot-2021-10-26-at-12-09-28-PM_png,train,clubbing,Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.708ca6e8754e44381d34e242a9571634.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.708ca6e8754e44381d34e242a9571634.jpg
Screen-Shot-2021-10-26-at-12-09-28-PM_png,validation,clubbing,Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.1b2bfb63b6e848f2cb0257c23a2a356b.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\clubbing\Screen-Shot-2021-10-26-at-12-09-28-PM_png.rf.1b2bfb63b6e848f2cb0257c23a2a356b.jpg
Screen-Shot-2021-10-26-at-12-11-28-PM_png,train,clubbing,Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.15b3ed6c2c4a71a625e70dca3640efa7.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.15b3ed6c2c4a71a625e70dca3640efa7.jpg
Screen-Shot-2021-10-26-at-12-11-28-PM_png,train,clubbing,Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.cfb4eb168867192e3eba80d43f1c0c00.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\clubbing\Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.cfb4eb168867192e3eba80d43f1c0c00.jpg
Screen-Shot-2021-10-26-at-12-11-28-PM_png,validation,clubbing,Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.4f993b88f526fd3ce51dc24eeae5b4d2.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\clubbing\Screen-Shot-2021-10-26-at-12-11-28-PM_png.rf.4f993b88f526fd3ce51dc24eeae5b4d2.jpg
Screen-Shot-2021-11-16-at-10-23-59-PM_png,train,Onychogryphosis,Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.007d72ae2853808ee06b8aa8a89534c1.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.007d72ae2853808ee06b8aa8a89534c1.jpg
Screen-Shot-2021-11-16-at-10-23-59-PM_png,train,Onychogryphosis,Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.474828b6f410e39be4baee0e07688b7e.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.474828b6f410e39be4baee0e07688b7e.jpg
Screen-Shot-2021-11-16-at-10-23-59-PM_png,validation,Onychogryphosis,Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.ba787af7af07499d7f481c020332ac2a.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Onychogryphosis\Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.ba787af7af07499d7f481c020332ac2a.jpg
Screen-Shot-2021-11-16-at-10-37-25-PM_png,train,Onychogryphosis,Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.82dc3c14b6c11a1837f57d361f811a3b.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.82dc3c14b6c11a1837f57d361f811a3b.jpg
Screen-Shot-2021-11-16-at-10-37-25-PM_png,train,Onychogryphosis,Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.ab082ab5da59c6ad6a681de546cb78eb.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.ab082ab5da59c6ad6a681de546cb78eb.jpg
Screen-Shot-2021-11-16-at-10-37-25-PM_png,validation,Onychogryphosis,Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.d4a08a5b6c448abedef2857ace6474a4.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Onychogryphosis\Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.d4a08a5b6c448abedef2857ace6474a4.jpg
h14_png,train,Healthy_Nail,h14_png.rf.2e14dbbd69dfe15e888521fd5a4a9f5f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Healthy_Nail\h14_png.rf.2e14dbbd69dfe15e888521fd5a4a9f5f.jpg
h14_png,validation,Healthy_Nail,h14_png.rf.9e48f154edf68fa4094ba876c23615f1.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Healthy_Nail\h14_png.rf.9e48f154edf68fa4094ba876c23615f1.jpg
h23_png,train,Healthy_Nail,h23_png.rf.077582c919a885231b095967fa3c878d.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Healthy_Nail\h23_png.rf.077582c919a885231b095967fa3c878d.jpg
h23_png,validation,Healthy_Nail,h23_png.rf.c7c509ee51e926570eef01670971a12d.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Healthy_Nail\h23_png.rf.c7c509ee51e926570eef01670971a12d.jpg
h32_png,train,Healthy_Nail,h32_png.rf.359367efa0a82fcebecb401b28687641.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Healthy_Nail\h32_png.rf.359367efa0a82fcebecb401b28687641.jpg
h32_png,validation,Healthy_Nail,h32_png.rf.b85221a5be1d5dcbd6ed6f8f2036df6f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Healthy_Nail\h32_png.rf.b85221a5be1d5dcbd6ed6f8f2036df6f.jpg
h40_png,train,Healthy_Nail,h40_png.rf.671dd1b753b1a1e3de51363e34673e80.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Healthy_Nail\h40_png.rf.671dd1b753b1a1e3de51363e34673e80.jpg
h40_png,validation,Healthy_Nail,h40_png.rf.fadb0d18801992e95a4be37f7b0f19b7.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Healthy_Nail\h40_png.rf.fadb0d18801992e95a4be37f7b0f19b7.jpg
images--kZUSGO_jpeg,train,Onychogryphosis,images--kZUSGO_jpeg.rf.12c072ff4895934447d85759372bd24f.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\images--kZUSGO_jpeg.rf.12c072ff4895934447d85759372bd24f.jpg
images--kZUSGO_jpeg,train,Onychogryphosis,images--kZUSGO_jpeg.rf.557b1a81bcc66d62c0565acaf6df7144.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\train\Onychogryphosis\images--kZUSGO_jpeg.rf.557b1a81bcc66d62c0565acaf6df7144.jpg
images--kZUSGO_jpeg,validation,Onychogryphosis,images--kZUSGO_jpeg.rf.d5f5667447c95de60ec7666d03dd2c9c.jpg,C:\Users\venka\Documents\Project\Nail-Condition-Classification\data\processed\val\Onychogryphosis\images--kZUSGO_jpeg.rf.d5f5667447c95de60ec7666d03dd2c9c.jpg
