source_name,train_variant_count,test_variant_count,total_variant_count,train_classes,test_classes,same_class_across_splits,example_train_file,example_train_path,example_test_file,example_test_path
164_JPG,2,1,3,pitting,pitting,True,164_JPG.rf.0cb925f8e626b87ef1b2fb8c067398dc.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\164_JPG.rf.0cb925f8e626b87ef1b2fb8c067398dc.jpg,164_JPG.rf.23a3a9830c0cd70cdf0d2dd57716bf17.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\164_JPG.rf.23a3a9830c0cd70cdf0d2dd57716bf17.jpg
170_jpg,2,1,3,pitting,pitting,True,170_jpg.rf.5d3c53848761ed0a0c8781e4f0803561.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\170_jpg.rf.5d3c53848761ed0a0c8781e4f0803561.jpg,170_jpg.rf.787c50c3da5159db6f777eed1e32bc61.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\170_jpg.rf.787c50c3da5159db6f777eed1e32bc61.jpg
176_JPG,2,1,3,pitting,pitting,True,176_JPG.rf.55419fbe8da8034650ee581a2ce5e24c.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\176_JPG.rf.55419fbe8da8034650ee581a2ce5e24c.jpg,176_JPG.rf.3242ec8727ad2be42d4273ab9aba9fd2.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\176_JPG.rf.3242ec8727ad2be42d4273ab9aba9fd2.jpg
17_JPG,2,1,3,pitting,pitting,True,17_JPG.rf.adf8c8e01f09a59833f7616e1d78b630.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\17_JPG.rf.adf8c8e01f09a59833f7616e1d78b630.jpg,17_JPG.rf.98f366aa36c6c64c3c6eda6df2a01839.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\17_JPG.rf.98f366aa36c6c64c3c6eda6df2a01839.jpg
182_JPG,2,1,3,pitting,pitting,True,182_JPG.rf.0a5e638d811f22ba7f88197285588926.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\182_JPG.rf.0a5e638d811f22ba7f88197285588926.jpg,182_JPG.rf.4865053aad8d4ec521a348c4ff477824.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\182_JPG.rf.4865053aad8d4ec521a348c4ff477824.jpg
187_JPG,2,1,3,pitting,pitting,True,187_JPG.rf.7845e2374590b9e62d31dbf7153cb635.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\187_JPG.rf.7845e2374590b9e62d31dbf7153cb635.jpg,187_JPG.rf.8c80a5b2ad3a343cb7335b03a14049ea.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\187_JPG.rf.8c80a5b2ad3a343cb7335b03a14049ea.jpg
193_JPG,1,2,3,pitting,pitting,True,193_JPG.rf.9ccf6d7ae76667152ca6f00dde825033.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\193_JPG.rf.9ccf6d7ae76667152ca6f00dde825033.jpg,193_JPG.rf.1050b067538579a53ee4deef44c9e4b7.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\193_JPG.rf.1050b067538579a53ee4deef44c9e4b7.jpg
194_JPG,2,1,3,pitting,pitting,True,194_JPG.rf.f1e6750d9f485fc406a8092aa8f0927c.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\194_JPG.rf.f1e6750d9f485fc406a8092aa8f0927c.jpg,194_JPG.rf.22303522aea827bb7a83402327be123a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\194_JPG.rf.22303522aea827bb7a83402327be123a.jpg
197_JPG,2,1,3,pitting,pitting,True,197_JPG.rf.7ccbd8eab53a19e591a6a41bfe4fa4c7.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\197_JPG.rf.7ccbd8eab53a19e591a6a41bfe4fa4c7.jpg,197_JPG.rf.48117710a88fe2b0cf96f5bc9332f162.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\197_JPG.rf.48117710a88fe2b0cf96f5bc9332f162.jpg
204_JPG,2,1,3,pitting,pitting,True,204_JPG.rf.3f7fa13cdd555cbe9604a4cb6ebc156f.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\204_JPG.rf.3f7fa13cdd555cbe9604a4cb6ebc156f.jpg,204_JPG.rf.f04d4d025923aeb98c297f8ac9cef174.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\204_JPG.rf.f04d4d025923aeb98c297f8ac9cef174.jpg
209_JPG,2,1,3,pitting,pitting,True,209_JPG.rf.5b90d37d0af69d6dd9369b2c982b7fca.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\209_JPG.rf.5b90d37d0af69d6dd9369b2c982b7fca.jpg,209_JPG.rf.55565a335358f438ed25a37cc3bd83a0.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\209_JPG.rf.55565a335358f438ed25a37cc3bd83a0.jpg
210_JPG,2,1,3,pitting,pitting,True,210_JPG.rf.6456e9af2307c3bc57fe3d3b47aef419.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\210_JPG.rf.6456e9af2307c3bc57fe3d3b47aef419.jpg,210_JPG.rf.a60fa528afbbf6bf1b01e626d5e8c691.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\210_JPG.rf.a60fa528afbbf6bf1b01e626d5e8c691.jpg
217_JPG,2,1,3,pitting,pitting,True,217_JPG.rf.3cc6d0be1b7a8e7717775330c19d0b78.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\217_JPG.rf.3cc6d0be1b7a8e7717775330c19d0b78.jpg,217_JPG.rf.5410f1eff5eda1ff303d0eb4537173c4.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\217_JPG.rf.5410f1eff5eda1ff303d0eb4537173c4.jpg
21_JPG,2,1,3,pitting,pitting,True,21_JPG.rf.2f51aa54bd6d7e09e875d499ce03bc3a.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\21_JPG.rf.2f51aa54bd6d7e09e875d499ce03bc3a.jpg,21_JPG.rf.0d8da1c0a488e4f659d4a200c6b815c5.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\21_JPG.rf.0d8da1c0a488e4f659d4a200c6b815c5.jpg
220_JPG,2,1,3,pitting,pitting,True,220_JPG.rf.626a9bc7130d62fab9b22783b2b4213c.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\220_JPG.rf.626a9bc7130d62fab9b22783b2b4213c.jpg,220_JPG.rf.79cdc4c45e68afed0c6d3fce5ca4c877.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\220_JPG.rf.79cdc4c45e68afed0c6d3fce5ca4c877.jpg
223_JPG,2,1,3,pitting,pitting,True,223_JPG.rf.0b35b71a3138785e3ec055e2672b6caa.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\223_JPG.rf.0b35b71a3138785e3ec055e2672b6caa.jpg,223_JPG.rf.be844140328cb31f01a0bf604c9e78b2.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\223_JPG.rf.be844140328cb31f01a0bf604c9e78b2.jpg
230_jpg,2,1,3,pitting,pitting,True,230_jpg.rf.321a99397649485c8359ae2d7483e7bc.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\230_jpg.rf.321a99397649485c8359ae2d7483e7bc.jpg,230_jpg.rf.25ab4a665db508eeaa05cb42a23a01b4.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\230_jpg.rf.25ab4a665db508eeaa05cb42a23a01b4.jpg
235_JPG,2,1,3,pitting,pitting,True,235_JPG.rf.02dcaadb11de79a4bc6ba22098fddf93.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\235_JPG.rf.02dcaadb11de79a4bc6ba22098fddf93.jpg,235_JPG.rf.61804fcdecfc67c1160427a55bbcc005.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\235_JPG.rf.61804fcdecfc67c1160427a55bbcc005.jpg
236_jpg,2,1,3,pitting,pitting,True,236_jpg.rf.31cf1d03ddc15b2c35c9ccb9d7186a31.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\236_jpg.rf.31cf1d03ddc15b2c35c9ccb9d7186a31.jpg,236_jpg.rf.175aa87e91db30ae9e729392ddb794ec.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\236_jpg.rf.175aa87e91db30ae9e729392ddb794ec.jpg
238_JPG,1,2,3,pitting,pitting,True,238_JPG.rf.20d959ae7b6b33ca63203d0934b8297f.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\238_JPG.rf.20d959ae7b6b33ca63203d0934b8297f.jpg,238_JPG.rf.4d8483d735627e4e5876bf8a49011a54.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\238_JPG.rf.4d8483d735627e4e5876bf8a49011a54.jpg
241_JPG,2,1,3,pitting,pitting,True,241_JPG.rf.5dabd378e6459ecf481f056debe58fab.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\241_JPG.rf.5dabd378e6459ecf481f056debe58fab.jpg,241_JPG.rf.01131a383281b2d3a43e1f1b3946ac68.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\241_JPG.rf.01131a383281b2d3a43e1f1b3946ac68.jpg
243_jpg,2,1,3,pitting,pitting,True,243_jpg.rf.505a223a7429698ae7185822cf949dde.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\243_jpg.rf.505a223a7429698ae7185822cf949dde.jpg,243_jpg.rf.8bfdedf7f519567f3a947c35f6274825.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\243_jpg.rf.8bfdedf7f519567f3a947c35f6274825.jpg
247_JPG,2,1,3,pitting,pitting,True,247_JPG.rf.16bbdff3613db22b6c4234cbdb124da9.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\247_JPG.rf.16bbdff3613db22b6c4234cbdb124da9.jpg,247_JPG.rf.819163fb6c1e870cd170a927ef66b72a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\247_JPG.rf.819163fb6c1e870cd170a927ef66b72a.jpg
251_JPG,1,2,3,pitting,pitting,True,251_JPG.rf.ac0206136ba536a95b9c2a7dc3276740.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\251_JPG.rf.ac0206136ba536a95b9c2a7dc3276740.jpg,251_JPG.rf.0d21198c91d51724b676862bf62321fe.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\251_JPG.rf.0d21198c91d51724b676862bf62321fe.jpg
265_jpg,2,1,3,pitting,pitting,True,265_jpg.rf.8e4db8b799af02e02b8c6d33b3d5cdbf.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\265_jpg.rf.8e4db8b799af02e02b8c6d33b3d5cdbf.jpg,265_jpg.rf.d2ae9c48bc4375dc04b662a9685143e4.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\265_jpg.rf.d2ae9c48bc4375dc04b662a9685143e4.jpg
273_JPG,1,2,3,pitting,pitting,True,273_JPG.rf.a17d927fb5655c7b7dd884e03f9b277c.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\273_JPG.rf.a17d927fb5655c7b7dd884e03f9b277c.jpg,273_JPG.rf.9c5a81574acc80fd7cce0549f7a0dfe2.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\273_JPG.rf.9c5a81574acc80fd7cce0549f7a0dfe2.jpg
283_JPG,1,2,3,pitting,pitting,True,283_JPG.rf.96c9fd733181c4447a26a3e5ea258f63.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\283_JPG.rf.96c9fd733181c4447a26a3e5ea258f63.jpg,283_JPG.rf.41d5680f45c8cd1b3aaaf76599d9d428.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\283_JPG.rf.41d5680f45c8cd1b3aaaf76599d9d428.jpg
289_jpg,2,1,3,pitting,pitting,True,289_jpg.rf.533ea893541ad38ef206729b3889ea67.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\289_jpg.rf.533ea893541ad38ef206729b3889ea67.jpg,289_jpg.rf.adaebf2016e6656aac1c829f0db8b7c8.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\289_jpg.rf.adaebf2016e6656aac1c829f0db8b7c8.jpg
309_JPG,1,2,3,pitting,pitting,True,309_JPG.rf.06738fac10d22c0918433043c5449ac5.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\309_JPG.rf.06738fac10d22c0918433043c5449ac5.jpg,309_JPG.rf.4985a709f5e77f90039519e74350bd0f.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\309_JPG.rf.4985a709f5e77f90039519e74350bd0f.jpg
318_JPG,2,1,3,pitting,pitting,True,318_JPG.rf.41efb3b8b336178b573e4dae6663172a.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\318_JPG.rf.41efb3b8b336178b573e4dae6663172a.jpg,318_JPG.rf.c0173ec94d0de1ff51a674fa12baaa1a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\318_JPG.rf.c0173ec94d0de1ff51a674fa12baaa1a.jpg
32_JPG,2,1,3,pitting,pitting,True,32_JPG.rf.28185df2bf20bbcb582dde9401766487.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\32_JPG.rf.28185df2bf20bbcb582dde9401766487.jpg,32_JPG.rf.114ba82648617c3c660c156c86c27411.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\32_JPG.rf.114ba82648617c3c660c156c86c27411.jpg
3537c880a6f711e688859b4b6be08695-Fig_3A_red-purple_discoloration_JPG,1,2,3,blue_finger,blue_finger,True,3537c880a6f711e688859b4b6be08695-Fig_3A_red-purple_discoloration_JPG.rf.fc2c3f684022d800e190d34a49b861d2.jpg,C:\Users\venka\Documents\Project\data\processed\train\blue_finger\3537c880a6f711e688859b4b6be08695-Fig_3A_red-purple_discoloration_JPG.rf.fc2c3f684022d800e190d34a49b861d2.jpg,3537c880a6f711e688859b4b6be08695-Fig_3A_red-purple_discoloration_JPG.rf.61c1f59c35c9ae93a89c356b3d0786eb.jpg,C:\Users\venka\Documents\Project\data\processed\test\blue_finger\3537c880a6f711e688859b4b6be08695-Fig_3A_red-purple_discoloration_JPG.rf.61c1f59c35c9ae93a89c356b3d0786eb.jpg
35_JPG,1,2,3,pitting,pitting,True,35_JPG.rf.b89f7b9dbe569337ee20815ab6339c9b.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\35_JPG.rf.b89f7b9dbe569337ee20815ab6339c9b.jpg,35_JPG.rf.5db35122afc917faf80e5db480912c5f.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\35_JPG.rf.5db35122afc917faf80e5db480912c5f.jpg
36_JPG,2,1,3,pitting,pitting,True,36_JPG.rf.49095ac760ad8a22452e00d4544a23e1.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\36_JPG.rf.49095ac760ad8a22452e00d4544a23e1.jpg,36_JPG.rf.e4d2c9ab6bac2d84db3beaf02384f973.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\36_JPG.rf.e4d2c9ab6bac2d84db3beaf02384f973.jpg
37_JPG,2,1,3,pitting,pitting,True,37_JPG.rf.eaefa3a2b9fcd0f40d3ea3310580948e.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\37_JPG.rf.eaefa3a2b9fcd0f40d3ea3310580948e.jpg,37_JPG.rf.192c2d6c4ef6ef0cb0b7a6a405665545.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\37_JPG.rf.192c2d6c4ef6ef0cb0b7a6a405665545.jpg
4229e494114681c808066e262f2f82ad1c89676d_jpg,2,1,3,Acral_Lentiginous_Melanoma,Acral_Lentiginous_Melanoma,True,4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.9d151d7348b779653542fc6cd8cfb04f.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.9d151d7348b779653542fc6cd8cfb04f.jpg,4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.c06c1d1f4666c86b4d9c077d67cf65d6.jpg,C:\Users\venka\Documents\Project\data\processed\test\Acral_Lentiginous_Melanoma\4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.c06c1d1f4666c86b4d9c077d67cf65d6.jpg
42_JPG,2,1,3,pitting,pitting,True,42_JPG.rf.01bda6e256fc34feb9044b359a8ec6b8.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\42_JPG.rf.01bda6e256fc34feb9044b359a8ec6b8.jpg,42_JPG.rf.f2972615668faac9416c0197d4bdc672.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\42_JPG.rf.f2972615668faac9416c0197d4bdc672.jpg
50_JPG,2,1,3,pitting,pitting,True,50_JPG.rf.22c19ec46f57922b690635c85b07cb3e.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\50_JPG.rf.22c19ec46f57922b690635c85b07cb3e.jpg,50_JPG.rf.e0ba358b4003b7242e5e2818cc1e649a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\50_JPG.rf.e0ba358b4003b7242e5e2818cc1e649a.jpg
53_JPG,2,1,3,pitting,pitting,True,53_JPG.rf.b2f378feaad13383cb6d59aaa3cb30e4.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\53_JPG.rf.b2f378feaad13383cb6d59aaa3cb30e4.jpg,53_JPG.rf.ffd7ef85d81866daa66f9e2975221f58.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\53_JPG.rf.ffd7ef85d81866daa66f9e2975221f58.jpg
56_JPG,2,1,3,pitting,pitting,True,56_JPG.rf.899c6d4e38f150c88f4cd99d3a1ef638.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\56_JPG.rf.899c6d4e38f150c88f4cd99d3a1ef638.jpg,56_JPG.rf.d6b262b70e48930c46cd7301d8dd7a6a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\56_JPG.rf.d6b262b70e48930c46cd7301d8dd7a6a.jpg
59_JPG,2,1,3,pitting,pitting,True,59_JPG.rf.06d80799e75b70535a3bb10acc9129ff.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\59_JPG.rf.06d80799e75b70535a3bb10acc9129ff.jpg,59_JPG.rf.88f3c5a80b9adb532a6aff2bdd132c0a.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\59_JPG.rf.88f3c5a80b9adb532a6aff2bdd132c0a.jpg
5_JPG,2,1,3,pitting,pitting,True,5_JPG.rf.c53d95c715570696af26c33038120342.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\5_JPG.rf.c53d95c715570696af26c33038120342.jpg,5_JPG.rf.d28647ea5bb64e4906c8465d44a445dc.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\5_JPG.rf.d28647ea5bb64e4906c8465d44a445dc.jpg
65_JPG,2,1,3,pitting,pitting,True,65_JPG.rf.461d043a36ca4b19b39ff991b623757c.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\65_JPG.rf.461d043a36ca4b19b39ff991b623757c.jpg,65_JPG.rf.0115ec5ab2ddb2ed7afc5fcbd81a7b69.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\65_JPG.rf.0115ec5ab2ddb2ed7afc5fcbd81a7b69.jpg
68_JPG,2,1,3,pitting,pitting,True,68_JPG.rf.7ed348860e085a4f394628b41a0e0bfa.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\68_JPG.rf.7ed348860e085a4f394628b41a0e0bfa.jpg,68_JPG.rf.6e5d511a034d29e957521853eb7ac0d1.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\68_JPG.rf.6e5d511a034d29e957521853eb7ac0d1.jpg
74_JPG,2,1,3,pitting,pitting,True,74_JPG.rf.457f76d569723b0ed023461f84205576.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\74_JPG.rf.457f76d569723b0ed023461f84205576.jpg,74_JPG.rf.9e7e62d364ecb759e14ed32e2f9d2f59.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\74_JPG.rf.9e7e62d364ecb759e14ed32e2f9d2f59.jpg
89_JPG,2,1,3,pitting,pitting,True,89_JPG.rf.381a352dbf39017aa20f01d42ab2375e.jpg,C:\Users\venka\Documents\Project\data\processed\train\pitting\89_JPG.rf.381a352dbf39017aa20f01d42ab2375e.jpg,89_JPG.rf.a7e857ea3d6cc588b3320d9e7f89df5c.jpg,C:\Users\venka\Documents\Project\data\processed\test\pitting\89_JPG.rf.a7e857ea3d6cc588b3320d9e7f89df5c.jpg
