image_path,true_class,baseline_prediction,proposed_prediction,baseline_confidence,proposed_confidence,baseline_correct,proposed_correct,same_prediction,confidence_difference
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h183_png.rf.0913ad03f9e3335bd99d568cd6890fbc.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9769695,0.9999993,True,True,True,0.02302979999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h183_png.rf.29bfe60873ddb26daf1a08f04172d1fb.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9835904,0.9999995,True,True,True,0.016409100000000065
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h188_png.rf.fef821d12b34074953ae66f15eea9bd1.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9749978,0.99999785,True,True,True,0.02500004999999994
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h198_png.rf.4b0dc37f37a55cb453d7cab97297d74d.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.98679906,0.999961,True,True,True,0.013161940000000039
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h198_png.rf.c5b93f9355e168321af43179bc94f9d0.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.98702943,0.99995995,True,True,True,0.012930520000000056
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h251_png.rf.f90e932f96280e47669a748a805ca65a.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9784465,0.99991274,True,True,True,0.02146623999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h279_png.rf.027bd495aee5613783a74fded98bea91.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9852542,0.99999845,True,True,True,0.014744250000000014
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h46_png.rf.141839ec8f4de29255c1a25e61eb4ef6.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97605395,1.0,True,True,True,0.023946050000000052
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h58_png.rf.4fa3217d68dbf56a8e3fe4da5806f925.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.98257357,0.9999608,True,True,True,0.017387229999999976
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h58_png.rf.54eb6d3ba2631938b145b467aa3aa4a3.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.96849626,0.99999917,True,True,True,0.03150291000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-010751_png.rf.473f756cacc344e3df9cdd969706b279.jpg,Onychogryphosis,Onychogryphosis,Onychogryphosis,0.9346135,1.0,True,True,True,0.06538650000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-010751_png.rf.b74e43fbeb9ad7f74057c574a4dabfc2.jpg,Onychogryphosis,Onychogryphosis,Onychogryphosis,0.8286471,0.9998481,True,True,True,0.17120100000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-020122_png.rf.976bcc8def79d682a075beeb616443f6.jpg,Onychogryphosis,clubbing,clubbing,0.49788463,0.96241164,False,False,True,0.46452701
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-020122_png.rf.f6e29d323eae406d6256206434056988.jpg,Onychogryphosis,pitting,Onychogryphosis,0.5974604,0.7099145,False,True,False,0.1124541
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-10-09-58-PM_png.rf.ed3e4c485a4cb3f6af073a31b1ce112e.jpg,blue_finger,blue_finger,blue_finger,0.8252761,0.99990463,True,True,True,0.17462853
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-10-09-58-PM_png.rf.f357adca933ff843d33f651fea90a597.jpg,blue_finger,blue_finger,blue_finger,0.9420963,0.99999046,True,True,True,0.05789416000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-11-17-PM_png.rf.466a3c2438e2b92c3ad377ac73a85da6.jpg,blue_finger,blue_finger,blue_finger,0.9528425,0.9998996,True,True,True,0.04705709999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-27-22-PM_png.rf.5d0d94967de6ec88184d00d361245754.jpg,blue_finger,blue_finger,blue_finger,0.84291965,0.9600528,True,True,True,0.11713315000000002
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-27-22-PM_png.rf.ddf028f68cbeef3978069e3df0fb9e65.jpg,blue_finger,blue_finger,blue_finger,0.89575946,0.98202217,True,True,True,0.08626271000000008
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-9-15-03-PM_png.rf.0ca2b665877c5ea8efe18dd32b984fb0.jpg,blue_finger,blue_finger,blue_finger,0.9329549,0.9998877,True,True,True,0.06693280000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-9-48-08-PM_png.rf.b8d10c7bcecb25a76368119160145050.jpg,blue_finger,blue_finger,blue_finger,0.95185804,0.99996805,True,True,True,0.048110010000000036
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-10-26-at-12-18-14-PM_png.rf.a1c111dcf95d2ace421b0247b930ee4d.jpg,clubbing,clubbing,clubbing,0.9216787,0.9999989,True,True,True,0.07832020000000006
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-10-26-at-12-18-14-PM_png.rf.aaecc0ac15292ccbd8fb3c73e10f73cc.jpg,clubbing,clubbing,clubbing,0.93285966,0.9999999,True,True,True,0.06714024000000007
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-26-AM_png.rf.992852a9de4863cbb6c6bb2fc8ef7925.jpg,clubbing,clubbing,clubbing,0.922891,0.9999994,True,True,True,0.07710839999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-26-AM_png.rf.e3f3a71763229d71ad20488913be885b.jpg,clubbing,clubbing,clubbing,0.89797485,0.9999838,True,True,True,0.10200894999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-54-AM_png.rf.58db074772c1c19fe21ba955fca0c1fa.jpg,clubbing,clubbing,clubbing,0.9505691,0.9998399,True,True,True,0.04927080000000006
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-58-AM_png.rf.891a59a684e4aa130584feb57c36844f.jpg,clubbing,clubbing,clubbing,0.95111835,0.9985663,True,True,True,0.047447950000000017
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-17-57-AM_png.rf.9b4e7008be1b4109042bf228911dae0f.jpg,clubbing,clubbing,clubbing,0.9205518,0.99834025,True,True,True,0.07778845000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-20-33-AM_png.rf.9db53c5bca070888b82ee3ce77d36402.jpg,clubbing,clubbing,clubbing,0.9243885,0.9324154,True,True,True,0.008026900000000059
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-20-33-AM_png.rf.b7160c4cb2cbf61432d59885aa2ef685.jpg,clubbing,clubbing,clubbing,0.90723807,0.96646154,True,True,True,0.059223469999999945
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-36-52-AM_png.rf.3be64201c01c27b2b3a9edcbea8b209e.jpg,clubbing,clubbing,clubbing,0.87453115,0.99999607,True,True,True,0.12546491999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-36-52-AM_png.rf.f86f0b2533b3d4166fa3acc0fefb05bc.jpg,clubbing,clubbing,clubbing,0.84821206,0.99924123,True,True,True,0.15102916999999993
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-44-54-AM_png.rf.1958a178c3e962063d9721f589e78484.jpg,clubbing,clubbing,clubbing,0.887341,0.99998724,True,True,True,0.11264624000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.48e25c6114eea35771442885c3a4740f.jpg,clubbing,clubbing,clubbing,0.88981044,0.9998629,True,True,True,0.11005246000000002
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.650fbda673c7c782077388543f291bed.jpg,clubbing,clubbing,clubbing,0.92835116,0.9999993,True,True,True,0.07164814000000008
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.796c65436da4dbb24e906ce9c038e2c8.jpg,clubbing,clubbing,clubbing,0.93771785,0.9999925,True,True,True,0.06227464999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-51-AM_png.rf.0a54eac2bc2ca91fd855075b1596320b.jpg,clubbing,clubbing,clubbing,0.9117965,0.99999774,True,True,True,0.08820123999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-51-AM_png.rf.49f7c3abaceded834ab9337a3a63edc0.jpg,clubbing,clubbing,clubbing,0.9712512,0.99976224,True,True,True,0.028511040000000043
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.0cf23ca344639d3e905649630b60fee6.jpg,clubbing,blue_finger,clubbing,0.38250813,0.82753336,False,True,False,0.44502523
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.672d00f519f7e509a26493303645a3b4.jpg,clubbing,clubbing,clubbing,0.8754912,0.9970804,True,True,True,0.12158919999999995
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.6cf4fc8c4311a3643dedf28f15453e70.jpg,clubbing,clubbing,clubbing,0.82989013,0.8423166,True,True,True,0.012426469999999967
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-34-36-AM_png.rf.45f9e092dc84cf51593207ab2e7c43ae.jpg,clubbing,clubbing,clubbing,0.8453224,0.999961,True,True,True,0.15463859999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-46-12-AM_png.rf.46e1daca426e6e5f8f6c27e540bb28e1.jpg,clubbing,clubbing,clubbing,0.9299745,0.997445,True,True,True,0.06747049999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-47-47-AM_png.rf.02c095bdea32f613b07cdb6a4b520e8f.jpg,clubbing,clubbing,clubbing,0.91436386,0.8084652,True,True,True,-0.10589866000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-47-47-AM_png.rf.8fe4165935f688aa623924e02bc3e742.jpg,clubbing,clubbing,clubbing,0.66638845,0.52246064,True,True,True,-0.14392781
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\108_JPG.rf.40d1720769393f88f2f33a1551a3e2f1.jpg,pitting,pitting,pitting,0.9036214,0.9995772,True,True,True,0.09595580000000004
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\108_JPG.rf.8dab79a581652b65c98389790e2f67e5.jpg,pitting,pitting,pitting,0.9601479,0.9999331,True,True,True,0.039785199999999965
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\25_JPG.rf.88e9974981b12a95665b7267ff0a078f.jpg,pitting,pitting,pitting,0.9560905,0.9999056,True,True,True,0.043815099999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\25_JPG.rf.b6c47482831efb277500b134685677e6.jpg,pitting,pitting,pitting,0.9569216,0.9999633,True,True,True,0.04304169999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\272_jpg.rf.70a63e08bc17a69600c13dce11760900.jpg,pitting,clubbing,Acral_Lentiginous_Melanoma,0.452258,0.9393329,False,False,False,0.48707490000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\272_jpg.rf.cfc92e83f033e5aaa1c749c21d380b76.jpg,pitting,blue_finger,Acral_Lentiginous_Melanoma,0.44684267,0.53701794,False,False,False,0.09017527000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\293_JPG.rf.ae08bdf3dd6225428eef2b060b19c9d5.jpg,pitting,pitting,pitting,0.96325564,0.9995034,True,True,True,0.03624776000000007
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\293_JPG.rf.f3f2bfeaebb7572103b05be7d40708dc.jpg,pitting,pitting,pitting,0.95816267,0.99988484,True,True,True,0.04172217
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\306_jpg.rf.6f3ab6cc1fdd98ff23abfed84ded1dec.jpg,pitting,pitting,pitting,0.94481033,0.9999963,True,True,True,0.05518596999999992
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\306_jpg.rf.bd77586386e09f91d3c4728564f5deaa.jpg,pitting,pitting,pitting,0.9146957,0.9999994,True,True,True,0.08530369999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\63_JPG.rf.88ae502be667ef01a50f614312b01505.jpg,pitting,pitting,pitting,0.9560096,0.99837,True,True,True,0.042360399999999965
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\63_JPG.rf.c7fc87b4fae1a2cf47c6d85ed72c4283.jpg,pitting,pitting,pitting,0.9517197,0.99999106,True,True,True,0.048271360000000096
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\90_JPG.rf.90cf05e9e3aa99b43e842cbddc2fcacc.jpg,pitting,pitting,pitting,0.94809306,0.9999902,True,True,True,0.05189714000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\90_JPG.rf.d07c77955e569fc092ebaee5d8a89aae.jpg,pitting,pitting,pitting,0.94580996,0.99994326,True,True,True,0.05413330000000005
