image_path,true_class,baseline_prediction,proposed_prediction,baseline_confidence,proposed_confidence,baseline_correct,proposed_correct,same_prediction,confidence_difference
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h141_png.rf.346abfd529845353266b5e9370558e8d.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97977144,0.99978524,True,True,True,0.02001379999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h174_png.rf.c095281995d82f165c0a95227e62e282.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9788583,0.99999964,True,True,True,0.02114134000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h183_png.rf.0913ad03f9e3335bd99d568cd6890fbc.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9770849,0.9999993,True,True,True,0.0229144
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h183_png.rf.29bfe60873ddb26daf1a08f04172d1fb.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97935987,0.9999995,True,True,True,0.02063963000000002
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h188_png.rf.fef821d12b34074953ae66f15eea9bd1.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97958404,0.99999785,True,True,True,0.020413809999999977
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h198_png.rf.4b0dc37f37a55cb453d7cab97297d74d.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97887665,0.999961,True,True,True,0.021084349999999974
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h198_png.rf.c5b93f9355e168321af43179bc94f9d0.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97851574,0.99995995,True,True,True,0.021444210000000075
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h251_png.rf.f90e932f96280e47669a748a805ca65a.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.979186,0.99991274,True,True,True,0.020726739999999966
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h279_png.rf.027bd495aee5613783a74fded98bea91.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9784047,0.99999845,True,True,True,0.021593749999999967
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h46_png.rf.141839ec8f4de29255c1a25e61eb4ef6.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.97876203,1.0,True,True,True,0.02123797000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h58_png.rf.4fa3217d68dbf56a8e3fe4da5806f925.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.979043,0.9999608,True,True,True,0.020917799999999986
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Healthy_Nail\h58_png.rf.54eb6d3ba2631938b145b467aa3aa4a3.jpg,Healthy_Nail,Healthy_Nail,Healthy_Nail,0.9782828,0.99999917,True,True,True,0.02171637000000004
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-010751_png.rf.473f756cacc344e3df9cdd969706b279.jpg,Onychogryphosis,Onychogryphosis,Onychogryphosis,0.9536763,1.0,True,True,True,0.04632369999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-010751_png.rf.b74e43fbeb9ad7f74057c574a4dabfc2.jpg,Onychogryphosis,Onychogryphosis,Onychogryphosis,0.93507713,0.9998481,True,True,True,0.06477096999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-020122_png.rf.976bcc8def79d682a075beeb616443f6.jpg,Onychogryphosis,pitting,clubbing,0.69446915,0.96241164,False,False,False,0.26794249000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\Onychogryphosis\Screenshot-2021-11-19-020122_png.rf.f6e29d323eae406d6256206434056988.jpg,Onychogryphosis,pitting,Onychogryphosis,0.91429436,0.7099145,False,True,False,-0.20437985999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-10-09-58-PM_png.rf.ed3e4c485a4cb3f6af073a31b1ce112e.jpg,blue_finger,blue_finger,blue_finger,0.9623774,0.99990463,True,True,True,0.03752722999999991
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-10-09-58-PM_png.rf.f357adca933ff843d33f651fea90a597.jpg,blue_finger,blue_finger,blue_finger,0.960938,0.99999046,True,True,True,0.03905246000000007
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-11-17-PM_png.rf.466a3c2438e2b92c3ad377ac73a85da6.jpg,blue_finger,blue_finger,blue_finger,0.94574267,0.9998996,True,True,True,0.05415692999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-27-22-PM_png.rf.5d0d94967de6ec88184d00d361245754.jpg,blue_finger,blue_finger,blue_finger,0.93201154,0.9600528,True,True,True,0.028041260000000068
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-5-27-22-PM_png.rf.ddf028f68cbeef3978069e3df0fb9e65.jpg,blue_finger,blue_finger,blue_finger,0.92952645,0.98202217,True,True,True,0.052495720000000023
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-9-15-03-PM_png.rf.0ca2b665877c5ea8efe18dd32b984fb0.jpg,blue_finger,blue_finger,blue_finger,0.9430023,0.9998877,True,True,True,0.056885400000000086
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\blue_finger\Screen-Shot-2021-11-22-at-9-48-08-PM_png.rf.b8d10c7bcecb25a76368119160145050.jpg,blue_finger,blue_finger,blue_finger,0.9498068,0.99996805,True,True,True,0.050161250000000046
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-10-26-at-12-18-14-PM_png.rf.a1c111dcf95d2ace421b0247b930ee4d.jpg,clubbing,clubbing,clubbing,0.947409,0.9999989,True,True,True,0.05258990000000008
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-10-26-at-12-18-14-PM_png.rf.aaecc0ac15292ccbd8fb3c73e10f73cc.jpg,clubbing,clubbing,clubbing,0.94450307,0.9999999,True,True,True,0.05549683000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-26-AM_png.rf.992852a9de4863cbb6c6bb2fc8ef7925.jpg,clubbing,clubbing,clubbing,0.94377136,0.9999994,True,True,True,0.056228040000000035
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-26-AM_png.rf.e3f3a71763229d71ad20488913be885b.jpg,clubbing,clubbing,clubbing,0.9428907,0.9999838,True,True,True,0.05709310000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-54-AM_png.rf.58db074772c1c19fe21ba955fca0c1fa.jpg,clubbing,clubbing,clubbing,0.9281667,0.9998399,True,True,True,0.07167319999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-10-08-58-AM_png.rf.891a59a684e4aa130584feb57c36844f.jpg,clubbing,clubbing,clubbing,0.9389374,0.9985663,True,True,True,0.059628899999999985
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-17-57-AM_png.rf.9b4e7008be1b4109042bf228911dae0f.jpg,clubbing,clubbing,clubbing,0.90952754,0.99834025,True,True,True,0.08881271000000002
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-20-33-AM_png.rf.9db53c5bca070888b82ee3ce77d36402.jpg,clubbing,clubbing,clubbing,0.94406676,0.9324154,True,True,True,-0.01165136
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-20-33-AM_png.rf.b7160c4cb2cbf61432d59885aa2ef685.jpg,clubbing,clubbing,clubbing,0.9341295,0.96646154,True,True,True,0.032332040000000006
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-36-52-AM_png.rf.3be64201c01c27b2b3a9edcbea8b209e.jpg,clubbing,clubbing,clubbing,0.9094732,0.99999607,True,True,True,0.09052287000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-36-52-AM_png.rf.f86f0b2533b3d4166fa3acc0fefb05bc.jpg,clubbing,clubbing,clubbing,0.9589502,0.99924123,True,True,True,0.040291030000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-8-44-54-AM_png.rf.1958a178c3e962063d9721f589e78484.jpg,clubbing,clubbing,clubbing,0.94089776,0.99998724,True,True,True,0.05908948000000003
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.48e25c6114eea35771442885c3a4740f.jpg,clubbing,clubbing,clubbing,0.9442294,0.9998629,True,True,True,0.0556335
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.650fbda673c7c782077388543f291bed.jpg,clubbing,clubbing,clubbing,0.94722646,0.9999993,True,True,True,0.05277284000000004
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-35-AM_png.rf.796c65436da4dbb24e906ce9c038e2c8.jpg,clubbing,clubbing,clubbing,0.94662786,0.9999925,True,True,True,0.05336463999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-51-AM_png.rf.0a54eac2bc2ca91fd855075b1596320b.jpg,clubbing,clubbing,clubbing,0.93727726,0.99999774,True,True,True,0.06272047999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-12-51-AM_png.rf.49f7c3abaceded834ab9337a3a63edc0.jpg,clubbing,clubbing,clubbing,0.9389378,0.99976224,True,True,True,0.06082443999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.0cf23ca344639d3e905649630b60fee6.jpg,clubbing,clubbing,clubbing,0.9412096,0.82753336,True,True,True,-0.11367623999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.672d00f519f7e509a26493303645a3b4.jpg,clubbing,clubbing,clubbing,0.9467913,0.9970804,True,True,True,0.050289099999999975
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-24-45-AM_png.rf.6cf4fc8c4311a3643dedf28f15453e70.jpg,clubbing,clubbing,clubbing,0.9368897,0.8423166,True,True,True,-0.09457310000000008
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-34-36-AM_png.rf.45f9e092dc84cf51593207ab2e7c43ae.jpg,clubbing,clubbing,clubbing,0.9174704,0.999961,True,True,True,0.08249059999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-46-12-AM_png.rf.46e1daca426e6e5f8f6c27e540bb28e1.jpg,clubbing,clubbing,clubbing,0.9468161,0.997445,True,True,True,0.05062889999999998
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-47-47-AM_png.rf.02c095bdea32f613b07cdb6a4b520e8f.jpg,clubbing,clubbing,clubbing,0.9482984,0.8084652,True,True,True,-0.1398332
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\clubbing\Screen-Shot-2021-11-22-at-9-47-47-AM_png.rf.8fe4165935f688aa623924e02bc3e742.jpg,clubbing,clubbing,clubbing,0.94979304,0.52246064,True,True,True,-0.42733239999999995
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\108_JPG.rf.40d1720769393f88f2f33a1551a3e2f1.jpg,pitting,pitting,pitting,0.9397165,0.9995772,True,True,True,0.0598607000000001
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\108_JPG.rf.8dab79a581652b65c98389790e2f67e5.jpg,pitting,pitting,pitting,0.9465219,0.9999331,True,True,True,0.05341119999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\25_JPG.rf.88e9974981b12a95665b7267ff0a078f.jpg,pitting,pitting,pitting,0.9587597,0.9999056,True,True,True,0.04114589999999996
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\25_JPG.rf.b6c47482831efb277500b134685677e6.jpg,pitting,pitting,pitting,0.9580144,0.9999633,True,True,True,0.041948899999999956
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\272_jpg.rf.70a63e08bc17a69600c13dce11760900.jpg,pitting,clubbing,Acral_Lentiginous_Melanoma,0.474475,0.9393329,False,False,False,0.46485790000000005
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\272_jpg.rf.cfc92e83f033e5aaa1c749c21d380b76.jpg,pitting,Acral_Lentiginous_Melanoma,Acral_Lentiginous_Melanoma,0.28096616,0.53701794,False,False,True,0.25605178
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\293_JPG.rf.ae08bdf3dd6225428eef2b060b19c9d5.jpg,pitting,pitting,pitting,0.9553083,0.9995034,True,True,True,0.04419510000000004
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\293_JPG.rf.f3f2bfeaebb7572103b05be7d40708dc.jpg,pitting,pitting,pitting,0.957793,0.99988484,True,True,True,0.04209183999999999
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\306_jpg.rf.6f3ab6cc1fdd98ff23abfed84ded1dec.jpg,pitting,pitting,pitting,0.9487008,0.9999963,True,True,True,0.05129549999999994
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\306_jpg.rf.bd77586386e09f91d3c4728564f5deaa.jpg,pitting,pitting,pitting,0.9535789,0.9999994,True,True,True,0.046420499999999976
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\63_JPG.rf.88ae502be667ef01a50f614312b01505.jpg,pitting,pitting,pitting,0.9554188,0.99837,True,True,True,0.04295119999999997
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\63_JPG.rf.c7fc87b4fae1a2cf47c6d85ed72c4283.jpg,pitting,pitting,pitting,0.9586849,0.99999106,True,True,True,0.04130616000000009
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\90_JPG.rf.90cf05e9e3aa99b43e842cbddc2fcacc.jpg,pitting,pitting,pitting,0.9517644,0.9999902,True,True,True,0.048225800000000096
C:\Users\venka\Documents\Project\data\evaluation\unseen_source_test\pitting\90_JPG.rf.d07c77955e569fc092ebaee5d8a89aae.jpg,pitting,pitting,pitting,0.9557111,0.99994326,True,True,True,0.044232159999999965
